game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,22.0,,,10.0,8.0,,2.0,,30.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,30.0,,,17.0,26.0,,7.0,,56.0,9.0,5.0,1.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,52.0,,,18.0,32.0,,4.0,,84.0,12.0,6.0,,,
703329312,2025-10-28,2025,1,NLL,TORONTO,OSHAWA,1.0,1.0,1.0,,2.0,1.0,,1.0,,,,,1.0,1.0
703344673,2025-12-05,2025,1,NLL,OSHAWA,HALIFAX,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,,1.0,1.0
