game_id,date,season,week,league,away,home,receiving_yards,receptions,rush_attempts,rushing_yards,targets
FOOTBALL_XFL_2020_2_16_STL@HOU,2020-02-16,2020,2,XFL,STL,HOU,,,2.0,4.0,
FOOTBALL_XFL_2020_2_23_NY@STL,2020-02-23,2020,3,XFL,NY,STL,21.0,1.0,5.0,,1.0
