game_id,date,season,week,league,away,home,def_tackles,fg_att,fg_made,gp,pat_att,pat_made,punt_no,punt_yds
FOOTBALL_ELF_2021_SEASON_TOTAL,,2021,1,ELF,,,5.0,,,1.0,,,,
FOOTBALL_ELF_2022_SEASON_TOTAL,,2022,1,ELF,,,,5.0,2.0,12.0,8.0,3.0,51.0,2015.0
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,,,,2.0,,,4.0,178.0
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,,,,4.0,,,4.0,163.0
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,,2.0,1.0,12.0,1.0,1.0,38.0,1626.0
