game_id,date,season,week,league,away,home,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
FOOTBALL_CFL_2021_8_12_BC@CGY,2021-08-12,2021,1,CFL,BC,CGY,71.0,3.0,3.0,81.0,210.0,7.0,4.0,2.0,29.0,6.0,,
FOOTBALL_CFL_2021_8_6_BC@SSK,2021-08-06,2021,1,CFL,BC,SSK,66.0,4.0,4.0,81.0,199.0,9.0,4.0,2.0,43.0,7.0,2.0,1.0
