game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_2023_W2_MAULERS,,2023,2,USFL,,,,0.0,19.0,1.0
SYNTHETIC_USFL_2023_W3_MAULERS,,2023,3,USFL,,,1.0,0.0,8.0,1.0
SYNTHETIC_USFL_2023_W8_MAULERS,,2023,8,USFL,,,,,29.0,1.0
SYNTHETIC_USFL_2023_W9_MAULERS,,2023,9,USFL,,,,0.0,0.0,0.0
