game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-wbbl-2016-12-29-1023701,2016-12-29,2016,1,WBBL,Hobart Hurricanes,Sydney Sixers,3.0,0.0,0.0,9.0,1.0,0.0,,,,,,,,1.0
cricket-wbbl-2017-01-25-1064719,2017-01-25,2017,1,WBBL,Sydney Sixers,Hobart Hurricanes,4.0,0.0,1.0,10.0,1.0,0.0,,,,,,,,1.0
cricket-wbbl-2017-12-31-1118493,2017-12-31,2017,1,WBBL,Hobart Hurricanes,Sydney Thunder,1.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,,1.0
cricket-wbbl-2018-01-28-1118524,2018-01-28,2018,1,WBBL,Hobart Hurricanes,Melbourne Stars,,,,,,,6.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0
cricket-wbbl-2018-12-01-1152725,2018-12-01,2018,1,WBBL,Perth Scorchers,Hobart Hurricanes,2.0,1.0,1.0,7.0,4.0,0.0,24.0,1.0,0.0,28.0,1.0,1.0,,1.0
cricket-wbbl-2018-12-08-1152730,2018-12-08,2018,1,WBBL,Hobart Hurricanes,Melbourne Stars,,,,,,,24.0,0.0,0.0,37.0,2.0,0.0,1.0,1.0
cricket-wbbl-2018-12-09-1152734,2018-12-09,2018,1,WBBL,Hobart Hurricanes,Melbourne Stars,,,,,,,18.0,0.0,0.0,28.0,2.0,2.0,2.0,1.0
cricket-wbbl-2018-12-15-1152739,2018-12-15,2018,1,WBBL,Hobart Hurricanes,Sydney Sixers,,,,,,,18.0,0.0,0.0,46.0,0.0,1.0,,1.0
cricket-wbbl-2018-12-24-1152753,2018-12-24,2018,1,WBBL,Sydney Thunder,Hobart Hurricanes,4.0,0.0,0.0,10.0,1.0,0.0,16.0,0.0,1.0,30.0,1.0,0.0,,1.0
cricket-wbbl-2018-12-30-1152761,2018-12-30,2018,1,WBBL,Hobart Hurricanes,Brisbane Heat,,,,,,,24.0,0.0,0.0,16.0,3.0,0.0,1.0,1.0
cricket-wbbl-2018-12-31-1152758,2018-12-31,2018,1,WBBL,Hobart Hurricanes,Brisbane Heat,12.0,0.0,0.0,8.0,8.0,0.0,24.0,0.0,0.0,22.0,3.0,1.0,,1.0
cricket-wbbl-2019-01-03-1152765,2019-01-03,2019,1,WBBL,Melbourne Renegades,Hobart Hurricanes,12.0,0.0,1.0,9.0,9.0,0.0,19.0,0.0,0.0,14.0,0.0,2.0,1.0,1.0
cricket-wbbl-2019-01-09-1152773,2019-01-09,2019,1,WBBL,Adelaide Strikers,Hobart Hurricanes,3.0,0.0,0.0,9.0,1.0,0.0,24.0,0.0,0.0,34.0,0.0,0.0,,1.0
cricket-wbbl-2019-11-03-1188403,2019-11-03,2019,1,WBBL,Hobart Hurricanes,Sydney Thunder,22.0,0.0,0.0,2.0,13.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,,1.0
cricket-wbbl-2019-11-09-1188405,2019-11-09,2019,1,WBBL,Melbourne Renegades,Hobart Hurricanes,19.0,2.0,0.0,2.0,15.0,0.0,18.0,0.0,0.0,23.0,2.0,0.0,,1.0
cricket-wbbl-2019-11-10-1188410,2019-11-10,2019,1,WBBL,Melbourne Renegades,Hobart Hurricanes,6.0,1.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,,1.0
cricket-wbbl-2019-11-13-1188412,2019-11-13,2019,1,WBBL,Hobart Hurricanes,Sydney Sixers,6.0,0.0,0.0,7.0,4.0,0.0,,,,,,,,1.0
