game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-DC-CAR,2023-04-29,2023,1,,DC,CAR,1.0,,18.0,19.0,1.0,1.0,,19.0,,77.0,108.0
2023-05-07-PHI-DC,2023-05-07,2023,2,,PHI,DC,,,18.0,23.0,,,,23.0,,13.0,144.0
2023-05-13-NY-DC,2023-05-13,2023,3,,NY,DC,1.0,1.0,20.0,21.0,,,,23.0,2.0,74.0,102.0
2023-05-20-DC-TOR,2023-05-20,2023,4,,DC,TOR,,,10.0,13.0,1.0,,,14.0,1.0,57.0,132.0
2023-06-30-DC-NY,2023-06-30,2023,10,,DC,NY,1.0,,14.0,18.0,1.0,2.0,1.0,19.0,1.0,129.0,146.0
2023-07-08-BOS-DC,2023-07-08,2023,11,,BOS,DC,,,14.0,16.0,,,1.0,16.0,,-3.0,95.0
