game_id,date,season,week,league,away,home,extra_point,field_goal_yards,interceptions_made,missed,sacks,tackles
SYNTHETIC_CFL_W1_HAM,,,1,CFL,,,,77.0,,1.0,,
SYNTHETIC_CFL_W3_HAM,,,3,CFL,,,,149.0,,2.0,,
SYNTHETIC_CFL_W4_HAM,,,4,CFL,,,,91.0,,1.0,,
SYNTHETIC_CFL_2023_W16_EDM,2023-09-22,2023,16,CFL,BC,EDM,,,0.0,,0.0,0.0
SYNTHETIC_CFL_2023_W17_EDM,,2023,17,CFL,,,1.0,,,,,
SYNTHETIC_CFL_2023_W19_EDM,2023-10-14,2023,19,CFL,MTL,EDM,3.0,15.0,,,,
