game_id,date,season,week,league,away,home,conversions,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2022_W1_HOU,,2022,1,USFL,,,1.0,,,,,,,0.0,27.0
SYNTHETIC_USFL_2022_W2_HOU,,2022,2,USFL,,,,,,,,,,0.0,25.0
SYNTHETIC_USFL_2022_W3_HOU,,2022,3,USFL,,,,,,,0.0,8.0,1.0,0.0,10.0
SYNTHETIC_USFL_2022_W5_HOU,,2022,5,USFL,,,,,,,,,,0.0,24.0
SYNTHETIC_USFL_2022_W6_HOU,,2022,6,USFL,,,0.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,24.0
SYNTHETIC_USFL_2022_W7_HOU,,2022,7,USFL,,,,,,,,,,0.0,10.0
SYNTHETIC_USFL_2022_W8_HOU,,2022,8,USFL,,,,,,,0.0,14.0,1.0,0.0,15.0
