game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,4.0,,,16.0,1.0,,6.0,,5.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,3.0,,,14.0,1.0,,6.0,,4.0,,
703331825,2025-10-29,2025,1,NLL,GEORGIA,BUFFALO,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
