game_id,date,season,week,league,away,home,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,interceptions,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
FOOTBALL_AF1_2026_4_12_T584761G1168201@T612138,2026-04-13,2026,1,AF1,Beaumont Renegades,Oceanside Bombers,,,,,,,,,,,,,,,,,,,,,2.0,26.0,0.0,0.0,1.0,13.0,8.0,,,,,,,,,
FOOTBALL_AF1_2026_4_18_T584635G1168204@T584761,2026-04-18,2026,2,AF1,Albany Firebirds,Beaumont Renegades,,,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,0.0,0.0,17.0,4.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,,
SYNTHETIC_50YARD_2026_W2_BEAUMONTRENEGADES,2026-05-09,2026,2,50YARD,Washington Wolfpack,Beaumont Renegades,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,,,,,,1.0,44.0,,
FOOTBALL_AF1_2026_4_26_T612138G1168208@T584761,2026-04-26,2026,3,AF1,Oceanside Bombers,Beaumont Renegades,,1.0,,,,,,,,0.0,1.0,1.0,10.0,10.0,0.0,148.0,0.0,1.0,10.0,0.0,7.0,16.0,0.0,0.0,0.0,36.0,5.0,,,,,,,,,
SYNTHETIC_50YARD_2026_W3_BEAUMONTRENEGADES,2026-05-17,2026,3,50YARD,BEAUMONT RENEGADES,KENTUCKY BARRELS,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,3.0,,,,,,,,,
FOOTBALL_AF1_2026_5_9_T584641G1168216@T584761,2026-05-09,2026,5,AF1,Washington Wolfpack,Beaumont Renegades,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,13.0,2.0,44.0,44.0,0.0,1.0,0.0,1.0,44.0,,
FOOTBALL_AF1_2026_5_17_T584761G1168220@T584747,2026-05-17,2026,6,AF1,Beaumont Renegades,Kentucky Barrels,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,6.0,6.0,0.0,0.0,0.0,17.0,3.0,,,,,,,,0.0,1.0
