game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W3_GROWLERS,,,3,AUDL,,,3.0,0.0,,,0.0,0.0,,,,,0.0,22.0,250.0
2022-06-18-SD-LA,2022-06-18,2022,4,,SD,LA,3.0,0.0,,,0.0,0.0,,,,,0.0,26.0,278.0
2022-06-24-SD-SLC,2022-06-24,2022,5,,SD,SLC,1.0,0.0,,,0.0,3.0,,,,,5.0,195.0,307.0
2022-06-25-SD-COL,2022-06-25,2022,5,,SD,COL,2.0,1.0,,,0.0,3.0,,,,,3.0,423.0,519.0
2022-07-15-COL-SD,2022-07-15,2022,8,AUDL,summit,growlers,1.0,1.0,,,0.0,1.0,,,,,1.0,203.0,487.0
2022-07-23-SD-SEA,2022-07-23,2022,9,AUDL,growlers,cascades,2.0,1.0,,,0.0,1.0,,,,,1.0,144.0,205.0
2022-07-24-SD-POR,2022-07-24,2022,9,AUDL,growlers,nitro,3.0,0.0,,,0.0,1.0,,,,,1.0,122.0,291.0
2022-07-30-OAK-SD,2022-07-30,2022,10,AUDL,spiders,growlers,3.0,0.0,,,0.0,0.0,,,,,3.0,36.0,259.0
2023-05-05-COL-SD,2023-05-05,2023,2,AUDL,COLORADO SUMMIT,SAN DIEGO GROWLERS,,1.0,5.0,7.0,,,,,,7.0,,-14.0,33.0
2023-05-19-SD-HTX,2023-05-19,2023,4,AUDL,SAN DIEGO GROWLERS,HOUSTON HAVOC,,,39.0,46.0,,1.0,6.0,,,48.0,2.0,158.0,368.0
2023-05-20-SD-ATX,2023-05-20,2023,4,AUDL,SAN DIEGO GROWLERS,AUSTIN SOL,4.0,,,,,,,1.0,1.0,,,,
2023-06-03-LA-SD,2023-06-03,2023,6,AUDL,LA AVIATORS,SAN DIEGO GROWLERS,5.0,1.0,47.0,55.0,,1.0,4.0,4.0,,56.0,1.0,213.0,471.0
2023-06-10-SD-OAK,2023-06-10,2023,7,AUDL,SAN DIEGO GROWLERS,OAKLAND SPIDERS,2.0,1.0,27.0,36.0,,2.0,2.0,1.0,,41.0,5.0,137.0,200.0
2023-06-24-SD-LA,2023-06-24,2023,9,AUDL,SAN DIEGO GROWLERS,LA AVIATORS,1.0,1.0,27.0,32.0,,2.0,3.0,3.0,,34.0,2.0,162.0,356.0
2023-07-01-SLC-SD,2023-07-01,2023,10,AUDL,SALT LAKE SHRED,SAN DIEGO GROWLERS,4.0,,39.0,50.0,,,2.0,4.0,,52.0,1.0,97.0,553.0
2023-07-14-SD-POR,2023-07-14,2023,12,AUDL,SAN DIEGO GROWLERS,PORTLAND NITRO,2.0,,56.0,58.0,,1.0,3.0,3.0,,61.0,2.0,273.0,622.0
2023-07-22-OAK-SD,2023-07-22,2023,13,AUDL,OAKLAND SPIDERS,SAN DIEGO GROWLERS,6.0,,24.0,30.0,,1.0,2.0,,,32.0,2.0,164.0,205.0
