game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-tests-2009-03-18-366628,2009-03-18,2009,1,TESTS,New Zealand,India,55.0,1.0,0.0,1.0,12.0,0.0,,1.0
cricket-tests-2009-03-26-386496,2009-03-26,2009,1,TESTS,New Zealand,India,27.0,2.0,0.0,1.0,12.0,0.0,2.0,1.0
cricket-tests-2009-04-03-366629,2009-04-03,2009,1,TESTS,New Zealand,India,106.0,6.0,0.0,1.0,36.0,0.0,1.0,1.0
cricket-tests-2009-08-18-403378,2009-08-18,2009,1,TESTS,Sri Lanka,New Zealand,234.0,6.0,0.0,1.0,69.0,1.0,,1.0
cricket-tests-2009-08-26-403379,2009-08-26,2009,1,TESTS,Sri Lanka,New Zealand,40.0,1.0,0.0,1.0,12.0,0.0,,1.0
cricket-tests-2009-11-24-423778,2009-11-24,2009,1,TESTS,New Zealand,Pakistan,137.0,5.0,0.0,1.0,31.0,0.0,2.0,1.0
cricket-tests-2009-12-03-423779,2009-12-03,2009,1,TESTS,New Zealand,Pakistan,25.0,0.0,0.0,1.0,6.0,0.0,,1.0
cricket-tests-2009-12-11-423780,2009-12-11,2009,1,TESTS,New Zealand,Pakistan,241.0,9.0,0.0,1.0,97.0,0.0,1.0,1.0
cricket-tests-2010-02-15-423786,2010-02-15,2010,1,TESTS,New Zealand,Bangladesh,179.0,7.0,0.0,1.0,96.0,3.0,2.0,1.0
cricket-tests-2010-03-19-423789,2010-03-19,2010,1,TESTS,New Zealand,Australia,278.0,10.0,0.0,1.0,92.0,1.0,,1.0
cricket-tests-2010-03-27-423790,2010-03-27,2010,1,TESTS,New Zealand,Australia,47.0,4.0,0.0,1.0,23.0,0.0,1.0,1.0
cricket-tests-2010-11-04-464531,2010-11-04,2010,1,TESTS,India,New Zealand,16.0,0.0,0.0,1.0,0.0,0.0,,1.0
cricket-tests-2010-11-12-464532,2010-11-12,2010,1,TESTS,India,New Zealand,380.0,16.0,0.0,1.0,151.0,2.0,,1.0
cricket-tests-2010-11-20-464533,2010-11-20,2010,1,TESTS,India,New Zealand,62.0,1.0,0.0,1.0,12.0,0.0,,1.0
cricket-tests-2011-01-07-473921,2011-01-07,2011,1,TESTS,New Zealand,Pakistan,41.0,1.0,0.0,1.0,8.0,0.0,1.0,1.0
