game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_AF1_2025_W3_ALBANY,,2025,3,AF1,,,,4.0,127.0,,35.0
SYNTHETIC_AF1_2025_W4_ALBANY,,2025,4,AF1,,,,6.0,159.0,,42.0
SYNTHETIC_AF1_2025_W5_ALBANY,,2025,5,AF1,,,1.0,4.0,129.0,2.0,19.0
SYNTHETIC_AF1_2025_W6_ALBANY,,2025,6,AF1,,,,4.0,180.0,,16.0
SYNTHETIC_AF1_2025_W7_ALBANY,,2025,7,AF1,,,1.0,7.0,132.0,,
SYNTHETIC_AF1_2025_W8_ALBANY,,2025,8,AF1,,,,9.0,330.0,,11.0
SYNTHETIC_AF1_2025_W9_ALBANY,,2025,9,AF1,,,1.0,6.0,256.0,1.0,12.0
SYNTHETIC_AF1_2025_W11_ALBANY,,2025,11,AF1,,,,8.0,296.0,,15.0
SYNTHETIC_AF1_2025_W14_ALBANY,,2025,14,AF1,,,1.0,7.0,220.0,1.0,1.0
