game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-827-1-1,2026-02-04,2026,1,WCF-WORLD,Sweden,Korea,0.0,1.0,1.0,3.0,10.0
curling-wcf-world-2026-827-16-1,2026-02-10,2026,1,WCF-WORLD,Sweden,United States of America,0.0,1.0,1.0,5.0,6.0
curling-wcf-world-2026-827-4-1,2026-02-05,2026,1,WCF-WORLD,Estonia,Sweden,1.0,1.0,0.0,7.0,5.0
curling-wcf-world-2026-827-5-1,2026-02-06,2026,1,WCF-WORLD,Sweden,Great Britain,1.0,1.0,0.0,7.0,4.0
curling-wcf-world-2026-827-7-1,2026-02-07,2026,1,WCF-WORLD,Switzerland,Sweden,0.0,1.0,1.0,7.0,13.0
curling-wcf-world-2026-827-8-3,2026-02-07,2026,1,WCF-WORLD,Sweden,Italy,0.0,1.0,1.0,4.0,9.0
curling-wcf-world-2026-832-14-1,2026-03-18,2026,1,WCF-WORLD,Sweden,Japan,1.0,1.0,0.0,8.0,2.0
curling-wcf-world-2026-832-16-2,2026-03-19,2026,1,WCF-WORLD,Korea,Sweden,0.0,1.0,1.0,7.0,8.0
curling-wcf-world-2026-832-19-3,2026-03-20,2026,1,WCF-WORLD,Sweden,Switzerland,1.0,1.0,0.0,7.0,3.0
curling-wcf-world-2026-832-21-2,2026-03-21,2026,1,WCF-WORLD,Korea,Sweden,0.0,1.0,1.0,5.0,9.0
curling-wcf-world-2026-832-22-1,2026-03-21,2026,1,WCF-WORLD,Sweden,Switzerland,1.0,1.0,0.0,8.0,5.0
curling-wcf-world-2026-832-23-1,2026-03-22,2026,1,WCF-WORLD,Sweden,Japan,0.0,1.0,1.0,5.0,8.0
curling-wcf-world-2026-832-3-1,2026-03-15,2026,1,WCF-WORLD,Denmark,Sweden,0.0,1.0,1.0,8.0,9.0
curling-wcf-world-2026-832-6-2,2026-03-16,2026,1,WCF-WORLD,Norway,Sweden,1.0,1.0,0.0,9.0,7.0
