game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2017-Z2vQ1xlqrA,,2017,1,MLS,,,1.0,0.0722,16.5827,-1.2575,3.0,-3.1728,4.0,18.0,1659.0,0.7772,404.0,-9.1917,-2.2752,2.1052,39.0,16.0,0.9278,6.1728,-0.1713,7.1006,0.8,6.1866
soccer-uslc-2017-2vQ14GKqrA,,2017,1,USLC,,,0.0,-0.5915,15.7692,2.0051,1.0,0.645,1.0,2.0,96.0,0.75,28.0,-0.823,-2.9394,0.4424,3.0,2.0,0.5915,0.355,0.4928,0.9465,0.7794,0.2007
soccer-mls-2018-eVq3ya6MWO,,2018,1,MLS,,,5.0,1.0615,16.0347,-1.3613,5.0,-1.9154,10.0,34.0,2073.0,0.7989,557.0,-2.1749,-0.3905,1.0974,50.0,20.0,3.9385,6.9154,-1.213,10.8539,0.8028,3.2002
soccer-mls-2019-eVq3ya6MWO,,2019,1,MLS,,,3.0,-2.0034,15.9423,3.6602,6.0,-1.079,9.0,40.0,3100.0,0.8441,1578.0,12.2715,0.7777,1.3968,43.0,10.0,5.0034,7.079,-2.1302,12.0824,0.8363,2.973
soccer-mls-2020-eVq3ya6MWO,,2020,1,MLS,,,2.0,-0.3091,16.1549,2.9029,2.0,-1.2791,4.0,28.0,2170.0,0.8427,1144.0,10.1153,0.8842,0.5896,20.0,9.0,2.3091,3.2791,-0.7978,5.5882,0.8338,1.4851
soccer-mls-2021-eVq3ya6MWO,,2021,1,MLS,,,2.0,-0.9007,15.2526,3.4043,2.0,-0.8353,4.0,26.0,2434.0,0.8327,1034.0,4.4507,0.4304,0.2456,24.0,9.0,2.9007,2.8353,0.2658,5.736,0.8284,1.2824
soccer-mls-2022-eVq3ya6MWO,,2022,1,MLS,,,1.0,-0.3572,15.0503,4.0855,0.0,-2.1865,1.0,16.0,1503.0,0.8304,560.0,16.4618,2.9396,0.0,16.0,4.0,1.3572,2.1865,-1.2197,3.5437,0.801,1.0356
soccer-mls-2023-19vQ2095K6,,2023,1,MLS,,,0.0,-0.741,17.254,2.9174,0.0,-0.4567,0.0,9.0,1109.0,0.8675,468.0,1.8687,0.3993,0.0,5.0,2.0,0.741,0.4567,0.6057,1.1978,0.8635,0.0741
soccer-mls-2023-kRQabn8MKZ,,2023,1,MLS,,,0.0,-0.1666,16.142,2.3403,0.0,-0.1353,0.0,2.0,168.0,0.8548,62.0,2.3466,3.7848,0.0,1.0,0.0,0.1666,0.1353,-0.1353,0.3019,0.817,0.0594
soccer-mlsnp-2023-4JMAkpDqKg,,2023,1,MLSNP,,,0.0,0.0,10.8767,5.1942,0.0,-0.2206,0.0,0.0,47.0,0.6,5.0,-0.9,-18.0002,0.0,1.0,0.0,0.0,0.2206,-0.2206,0.2206,0.78,0.1444
soccer-mls-2024-YgOMngl5wN,,2024,1,MLS,,,1.0,-0.9065,14.2602,-0.6368,5.0,0.4448,6.0,13.0,1159.0,0.8036,331.0,-7.5204,-2.272,3.6007,20.0,8.0,1.9065,4.5552,-1.2139,6.4617,0.8263,3.1896
soccer-uslc-2025-wvq9J83QWn,,2025,1,USLC,,,0.0,-0.6302,18.0596,-0.695,0.0,-1.113,0.0,5.0,310.0,0.8837,86.0,4.0463,4.705,0.0,5.0,1.0,0.6302,1.113,-0.39,1.7432,0.8367,0.7375
soccer-uslc-2026-wvq9J83QWn,,2026,1,USLC,,,0.0,-0.5611,16.1584,0.8536,0.0,-0.0403,0.0,2.0,144.0,0.6944,36.0,-3.4836,-9.6767,0.0,1.0,0.0,0.5611,0.0403,-0.0403,0.6013,0.7912,0.0041
