game_id,date,season,week,league,away,home,1pt_conversion,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,receiving_tds,rushing_tds,rushing_yards
79,2025-03-28,2025,1,UFL,ROUGHNECKS,BATTLEHAWKS,1.0,,,,,,,0.0,12.0
50,2025-04-06,2025,2,UFL,BATTLEHAWKS,BRAHMAS,,,0.0,,0.0,0.0,,0.0,11.0
56,2025-04-19,2025,4,UFL,RENEGADES,BATTLEHAWKS,,,2.0,,0.0,78.0,,0.0,42.0
59,2025-04-26,2025,5,UFL,BATTLEHAWKS,PANTHERS,,1.0,0.0,,1.0,124.0,,2.0,70.0
62,2025-05-02,2025,6,UFL,BATTLEHAWKS,RENEGADES,,,0.0,1.0,1.0,93.0,,0.0,49.0
68,2025-05-11,2025,7,UFL,SHOWBOATS,BATTLEHAWKS,,,1.0,,1.0,158.0,0.0,1.0,57.0
70,2025-05-17,2025,8,UFL,BATTLEHAWKS,STALLIONS,1.0,,1.0,,0.0,110.0,,2.0,54.0
72,2025-05-23,2025,9,UFL,BRAHMAS,BATTLEHAWKS,,,0.0,,1.0,133.0,,0.0,6.0
