game_id,date,season,week,league,away,home,kick_returns,kr_avg,kr_tds,kr_yards,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_AF1_2026_4_12_T606163G1168202@T584747,2026-04-12,2026,1,AF1,Michigan Arsenal,Kentucky Barrels,3.0,38.0,1.0,115.0,12.0,31.0,0.0,0.0,0.0,37.0,3.0,0.0,,,,,,,
FOOTBALL_AF1_2026_4_19_T612138G1168205@T584747,2026-04-19,2026,2,AF1,Oceanside Bombers,Kentucky Barrels,4.0,21.0,0.0,84.0,22.0,30.0,0.0,0.0,1.0,67.0,3.0,0.0,,,,,,,
FOOTBALL_AF1_2026_5_3_T584637G1168212@T584747,2026-05-03,2026,4,AF1,Nashville Kats,Kentucky Barrels,4.0,20.0,0.0,83.0,14.0,21.0,0.0,0.0,0.0,42.0,3.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,5.0
FOOTBALL_AF1_2026_5_9_T584747G1168215@T584635,2026-05-09,2026,5,AF1,Kentucky Barrels,Albany Firebirds,5.0,14.0,0.0,74.0,11.0,17.0,0.0,0.0,0.0,56.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0
