game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,2.0,3.0,25.0,3.0,39.0,6.0,34.0,2.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,2.0,,10.0,8.0,24.0,9.0,28.0,1.0
