game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_CASCADES,,2022,1,AUDL,,,1.0,0.0,,,0.0,2.0,,,,1.0,146.0,12.0
SYNTHETIC_AUDL_2022_W2_CASCADES,,2022,2,AUDL,,,0.0,0.0,,,0.0,2.0,,,,0.0,31.0,5.0
2022-06-17-SEA-OAK,2022-06-17,2022,4,,SEA,OAK,1.0,0.0,,,0.0,1.0,,,,0.0,146.0,33.0
2022-06-18-SEA-COL,2022-06-18,2022,4,,SEA,COL,0.0,0.0,,,0.0,0.0,,,,0.0,64.0,13.0
2022-06-25-OAK-SEA,2022-06-25,2022,5,,OAK,SEA,0.0,1.0,,,3.0,4.0,,,,0.0,172.0,12.0
2022-07-08-SLC-SEA,2022-07-08,2022,7,AUDL,shred,cascades,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-23-SD-SEA,2022-07-23,2022,9,AUDL,growlers,cascades,0.0,0.0,,,2.0,1.0,,,,1.0,124.0,14.0
2023-04-28-SEA-SLC,2023-04-28,2023,1,AUDL,SEATTLE CASCADES,SALT LAKE SHRED,,1.0,6.0,4.0,,,,,4.0,,104.0,26.0
2023-04-29-SEA-OAK,2023-04-29,2023,1,AUDL,SEATTLE CASCADES,OAKLAND SPIDERS,,,,,,2.0,,,,,,
2023-05-06-SLC-SEA,2023-05-06,2023,2,AUDL,SALT LAKE SHRED,SEATTLE CASCADES,,,2.0,1.0,,,,,2.0,,22.0,14.0
2023-05-13-SEA-COL,2023-05-13,2023,3,AUDL,SEATTLE CASCADES,COLORADO SUMMIT,,,5.0,2.0,,3.0,,,2.0,,96.0,44.0
2023-06-10-LA-SEA,2023-06-10,2023,7,AUDL,LA AVIATORS,SEATTLE CASCADES,,,4.0,3.0,,1.0,,,3.0,,21.0,17.0
2023-06-17-SEA-SD,2023-06-17,2023,8,AUDL,SEATTLE CASCADES,SAN DIEGO GROWLERS,,1.0,1.0,1.0,,1.0,2.0,,1.0,,12.0,6.0
2023-07-01-COL-SEA,2023-07-01,2023,10,AUDL,COLORADO SUMMIT,SEATTLE CASCADES,1.0,1.0,8.0,5.0,,,,,7.0,1.0,117.0,24.0
2023-07-15-SD-SEA,2023-07-15,2023,12,AUDL,SAN DIEGO GROWLERS,SEATTLE CASCADES,1.0,,8.0,8.0,,1.0,1.0,,8.0,,122.0,42.0
2023-07-22-POR-SEA,2023-07-22,2023,13,AUDL,PORTLAND NITRO,SEATTLE CASCADES,,1.0,4.0,3.0,,1.0,1.0,1.0,3.0,,51.0,70.0
