game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-nwsl-2016-xW5pwDBMg1,,2016,1,NWSL,,,0.0,-0.0878,40.3865,30.457,0.0,8.0,2.3996,0.0,1.4285,0.0,0.0,1.0,590.0,0.6535,202.0,-1.3964,-0.6913,0.0,13.0,0.0,21.0,0.0,0.0878,0.0,5.6004,0.0,0.0878,0.6604,0.0
soccer-nwsl-2017-zeQZeazqKw,,2017,1,NWSL,,,0.0,-0.0533,38.2505,31.5728,0.0,13.0,-1.361,0.0,0.9052,0.0,0.1852,1.0,1764.0,0.6313,575.0,5.6367,0.9803,0.0,41.0,0.0,54.0,0.0,0.0533,0.0,14.361,0.0,0.0533,0.6215,0.0
soccer-nwsl-2018-zeQZeazqKw,,2018,1,NWSL,,,0.0,0.0,36.0894,26.9853,0.0,14.0,0.9565,0.0,1.0733,0.0,0.1429,0.0,1843.0,0.6939,624.0,-11.6603,-1.8686,0.0,47.0,0.0,63.0,0.0,0.0,0.0,13.0435,0.0,0.0,0.7126,0.0
soccer-nwsl-2019-zeQZeazqKw,,2019,1,NWSL,,,0.0,0.0,33.6907,25.1061,0.0,11.0,4.7652,0.0,1.7643,0.0,0.1154,0.0,591.0,0.7149,228.0,-0.6911,-0.3031,0.0,15.0,0.0,26.0,0.0,0.0,0.0,6.2348,0.0,0.0,0.7179,0.0
soccer-nwsl-2020-zeQZeazqKw,,2020,1,NWSL,,,0.0,0.0,29.3211,19.0063,0.0,8.0,1.6439,0.0,1.2586,0.0,0.1111,0.0,505.0,0.9179,134.0,6.4959,4.8477,0.0,10.0,0.0,18.0,0.0,0.0,0.0,6.3561,0.0,0.0,0.8694,0.0
soccer-nwsl-2021-4wM4rZdqjB,,2021,1,NWSL,,,0.0,0.0,36.1787,27.6231,0.0,9.0,1.71,0.0,1.2346,0.0,0.1429,0.0,401.0,0.7077,130.0,-4.0122,-3.0863,0.0,12.0,0.0,21.0,0.0,0.0,0.0,7.29,0.0,0.0,0.7386,0.0
soccer-nwsl-2021-zeQZeazqKw,,2021,1,NWSL,,,0.0,0.0,29.3393,19.0504,0.0,4.0,0.3481,0.0,1.0953,0.0,0.1818,0.0,292.0,0.8846,104.0,1.9868,1.9104,0.0,7.0,0.0,11.0,0.0,0.0,0.0,3.6519,0.0,0.0,0.8655,0.0
soccer-nwsl-2022-zeQZeazqKw,,2022,1,NWSL,,,0.0,0.0,30.6718,21.1294,0.0,15.0,0.4687,0.0,1.0323,0.0,0.1489,0.0,1178.0,0.7696,460.0,-10.216,-2.2209,0.0,31.0,0.0,47.0,0.0,0.0,0.0,14.5313,0.0,0.0,0.7918,0.0
soccer-nwsl-2023-zeQZeazqKw,,2023,1,NWSL,,,0.0,0.0,27.6637,18.159,0.0,5.0,0.9588,0.0,1.2373,0.0,0.1818,0.0,692.0,0.832,369.0,0.901,0.2442,0.0,17.0,0.0,22.0,0.0,0.0,0.0,4.0412,0.0,0.0,0.8295,0.0
soccer-nwsl-2024-315VnJ759x,,2024,1,NWSL,,,0.0,0.0,27.5001,15.7087,0.0,25.0,1.5671,0.0,1.0669,0.0,0.119,0.0,2236.0,0.8711,776.0,-5.9116,-0.7618,0.0,57.0,0.0,84.0,0.0,0.0,0.0,23.4329,0.0,0.0,0.8788,0.0
