game_id,date,season,week,league,away,home,assists,games_played,goals,penalty_minutes,points
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,1.0,10.0,,22.0,1.0
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,7.0,10.0,3.0,23.0,10.0
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,,6.0,,27.0,
