game_id,date,season,week,league,away,home,assists,blocks,catches,completions,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-27-MIN-DET,2023-05-27,2023,5,AUDL,MINNESOTA WIND CHILL,DETROIT MECHANIX,,,3.0,3.0,,,4.0,1.0,-5.0,26.0
2023-06-03-IND-DET,2023-06-03,2023,6,AUDL,INDIANAPOLIS ALLEYCATS,DETROIT MECHANIX,2.0,,9.0,9.0,,,10.0,1.0,20.0,85.0
2023-06-11-DET-PIT,2023-06-11,2023,7,AUDL,DETROIT MECHANIX,PITTSBURGH THUNDERBIRDS,,,1.0,2.0,,5.0,3.0,1.0,-5.0,-8.0
2023-06-23-DET-CHI,2023-06-23,2023,9,AUDL,DETROIT MECHANIX,CHICAGO UNION,1.0,,1.0,1.0,1.0,4.0,2.0,,-4.0,13.0
2023-06-24-CHI-DET,2023-06-24,2023,9,AUDL,CHICAGO UNION,DETROIT MECHANIX,,,,,,,,1.0,,
2023-06-30-DET-PIT,2023-06-30,2023,10,AUDL,DETROIT MECHANIX,PITTSBURGH THUNDERBIRDS,,,1.0,1.0,,1.0,1.0,,,13.0
2023-07-15-TOR-DET,2023-07-15,2023,12,AUDL,TORONTO RUSH,DETROIT MECHANIX,1.0,,14.0,12.0,1.0,,15.0,2.0,69.0,105.0
2023-07-22-DET-MAD,2023-07-22,2023,13,AUDL,DETROIT MECHANIX,MADISON RADICALS,1.0,0.0,6.0,9.0,,0.0,10.0,1.0,22.0,79.0
2023-07-23-DET-MIN,2023-07-23,2023,13,AUDL,DETROIT MECHANIX,MINNESOTA WIND CHILL,,,,,1.0,,,,,
