game_id,date,season,week,league,away,home,def_rebounds,fouls,minutes,plus_minus,rebounds
WNBA_202509070LAS,2025-09-07,2025,1,WNBA,DAL,LAS,1.0,1.0,2.9833333333333334,1.0,1.0
WNBA_202509110DAL,2025-09-11,2025,1,WNBA,PHO,DAL,,,3.3333333333333335,-4.0,
