game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-TOR-BOS,2023-05-06,2023,2,,TOR,BOS,,1.0,5.0,5.0,2.0,,,2.0,5.0,,4.0,32.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,,PHI,BOS,1.0,2.0,5.0,6.0,1.0,,,,6.0,,23.0,9.0
2023-05-20-BOS-MTL,2023-05-20,2023,4,,BOS,MTL,,,6.0,7.0,,1.0,,,8.0,1.0,48.0,54.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,,ATL,BOS,,1.0,10.0,9.0,2.0,2.0,,,10.0,1.0,69.0,102.0
2023-06-16-BOS-NY,2023-06-16,2023,8,,BOS,NY,2.0,,16.0,16.0,,2.0,2.0,,16.0,,106.0,210.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,2.0,,16.0,12.0,4.0,,1.0,,12.0,,233.0,90.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,,BOS,PHI,1.0,,7.0,5.0,2.0,0.0,0.0,,5.0,0.0,51.0,33.0
