game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_W1_PIT,,,1,USFL,,,0.0,22.0,1.0
SYNTHETIC_USFL_W2_PIT,,,2,USFL,,,0.0,48.0,4.0
SYNTHETIC_USFL_W3_PIT,,,3,USFL,,,0.0,4.0,1.0
SYNTHETIC_USFL_W4_PIT,,,4,USFL,,,0.0,7.0,1.0
SYNTHETIC_USFL_W5_PIT,,,5,USFL,,,0.0,5.0,2.0
SYNTHETIC_USFL_W6_PIT,,,6,USFL,,,0.0,33.0,4.0
SYNTHETIC_USFL_W7_PIT,,,7,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_W8_PIT,,,8,USFL,,,0.0,64.0,3.0
SYNTHETIC_USFL_W9_PIT,,,9,USFL,,,0.0,5.0,1.0
SYNTHETIC_USFL_W10_PIT,,,10,USFL,,,0.0,100.0,6.0
