game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-t20i-2024-11-24-1459388,2024-11-24,2024,1,T20I,Eswatini,St Helena,1.0,0.0,0.0,10.0,1.0,0.0,,1.0
cricket-t20i-2024-11-27-1459385,2024-11-27,2024,1,T20I,Ivory Coast,Eswatini,,,,,,,1.0,1.0
cricket-t20i-2024-11-28-1459378,2024-11-28,2024,1,T20I,Sierra Leone,Eswatini,2.0,0.0,0.0,10.0,0.0,0.0,,1.0
cricket-t20i-2025-09-12-1501503,2025-09-12,2025,1,T20I,Eswatini,Mozambique,,,,,,,1.0,1.0
cricket-t20i-2026-03-24-1526841,2026-03-24,2026,1,T20I,Eswatini,St Helena,10.0,0.0,1.0,8.0,12.0,0.0,1.0,1.0
cricket-t20i-2026-03-25-1526844,2026-03-25,2026,1,T20I,Tanzania,Eswatini,8.0,0.0,0.0,9.0,5.0,0.0,,1.0
cricket-t20i-2026-03-27-1526847,2026-03-27,2026,1,T20I,Eswatini,Malawi,11.0,0.0,0.0,9.0,16.0,2.0,,1.0
cricket-t20i-2026-03-28-1526851,2026-03-28,2026,1,T20I,Ghana,Eswatini,5.0,1.0,0.0,8.0,4.0,0.0,,1.0
