game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2025-07-13-1492891,2025-07-13,2025,1,T20I,Germany,Malawi,,,,,,,24.0,0.0,0.0,36.0,2.0,1.0,1.0,1.0
cricket-t20i-2025-07-19-1495454,2025-07-19,2025,1,T20I,Malawi,Bahrain,,,,,,,12.0,0.0,0.0,10.0,1.0,1.0,,1.0
cricket-t20i-2025-07-19-1495455,2025-07-19,2025,1,T20I,Malawi,Rwanda,,,,,,,6.0,0.0,0.0,9.0,0.0,0.0,,1.0
cricket-t20i-2025-07-20-1495456,2025-07-20,2025,1,T20I,Malawi,Bahrain,,,,,,,18.0,0.0,0.0,22.0,0.0,4.0,,1.0
cricket-t20i-2025-07-22-1495458,2025-07-22,2025,1,T20I,Malawi,Rwanda,,,,,,,18.0,0.0,0.0,19.0,0.0,1.0,,1.0
cricket-t20i-2025-07-23-1495460,2025-07-23,2025,1,T20I,Rwanda,Malawi,,,,,,,12.0,0.0,0.0,16.0,1.0,2.0,,1.0
cricket-t20i-2025-07-23-1495461,2025-07-23,2025,1,T20I,Bahrain,Malawi,3.0,1.0,0.0,11.0,4.0,0.0,24.0,0.0,0.0,37.0,1.0,0.0,,1.0
cricket-t20i-2025-07-25-1495463,2025-07-25,2025,1,T20I,Malawi,Bahrain,3.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,14.0,1.0,0.0,,1.0
cricket-t20i-2025-07-26-1495464,2025-07-26,2025,1,T20I,Rwanda,Malawi,,,,,,,24.0,0.0,0.0,32.0,0.0,3.0,,1.0
cricket-t20i-2025-07-27-1495465,2025-07-27,2025,1,T20I,Bahrain,Malawi,2.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,57.0,0.0,1.0,,1.0
cricket-t20i-2025-09-26-1502744,2025-09-26,2025,1,T20I,Malawi,Nigeria,1.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,1.0
