game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_W1_BHAM,,,1,USFL,,,,0.0,43.0,4.0
SYNTHETIC_USFL_W3_BHAM,,,3,USFL,,,1.0,0.0,11.0,2.0
SYNTHETIC_USFL_W7_BHAM,,,7,USFL,,,,0.0,0.0,0.0
