game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2015-01-16-808869,2015-01-16,2015,1,T20I,Pakistan,Sri Lanka,16.0,0.0,0.0,6.0,14.0,0.0,24.0,0.0,0.0,25.0,1.0,1.0,1.0
cricket-t20i-2015-01-17-808871,2015-01-17,2015,1,T20I,Pakistan,Sri Lanka,7.0,0.0,1.0,6.0,5.0,0.0,24.0,0.0,0.0,25.0,2.0,0.0,1.0
cricket-t20i-2015-05-26-856121,2015-05-26,2015,1,T20I,Sri Lanka,West Indies,21.0,0.0,0.0,8.0,10.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,1.0
cricket-t20i-2016-09-27-1044211,2016-09-27,2016,1,T20I,Sri Lanka,Australia,4.0,0.0,0.0,6.0,1.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,1.0
