game_id,date,season,week,league,away,home,assist_tackles,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_made,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets
FOOTBALL_AAF_2019_2_10_SL@ARI,2019-02-10,2019,1,AAF,SL,ARI,,,,,,,,,,,,,,,16.0,0.0,39.0,,
FOOTBALL_AAF_2019_2_16_SL@BIR,2019-02-16,2019,2,AAF,SL,BIR,,,,,,,,,,,,0.0,11.0,1.0,11.0,1.0,70.0,,1.0
FOOTBALL_AAF_2019_2_23_ARI@SL,2019-02-23,2019,3,AAF,ARI,SL,,,,,,,,,,,,0.0,1.0,1.0,12.0,1.0,45.0,,2.0
FOOTBALL_AAF_2019_3_2_ORL@SL,2019-03-02,2019,4,AAF,ORL,SL,,,,,,,,,,,,,,,8.0,1.0,30.0,,
FOOTBALL_AAF_2019_3_9_SL@SD,2019-03-09,2019,5,AAF,SL,SD,,,,,,,,,,,,0.0,6.0,2.0,11.0,2.0,36.0,,2.0
FOOTBALL_AAF_2019_3_16_MEM@SL,2019-03-16,2019,6,AAF,MEM,SL,,,,,,,,,,,,0.0,0.0,0.0,19.0,0.0,60.0,,2.0
FOOTBALL_AAF_2019_3_23_SL@SA,2019-03-23,2019,7,AAF,SL,SA,,0.0,0.0,1.0,2.0,0.0,,,,,,0.0,1.0,1.0,9.0,0.0,35.0,,2.0
FOOTBALL_AAF_2019_3_30_SD@SL,2019-03-30,2019,8,AAF,SD,SL,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,15.0,1.0,45.0,1.0,1.0
