game_id,date,season,week,league,away,home,interceptions_made,sacks,tackles
SYNTHETIC_CFL_2023_W19_EDM,,2023,19,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_2023_W20_EDM,,2023,20,CFL,,,0.0,0.0,0.0
