game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2009-03-15-352674,2009-03-15,2009,1,T20I,West Indies,England,4.0,0.0,0.0,10.0,2.0,0.0,24.0,0.0,0.0,34.0,2.0,2.0,,1.0
cricket-tests-2009-03-06-352664,2009-03-06,2009,1,TESTS,West Indies,England,,,,,,,173.0,1.0,14.0,122.0,1.0,3.0,,1.0
cricket-t20i-2021-10-15-1282739,2021-10-15,2021,1,T20I,Denmark,Italy,6.0,0.0,0.0,8.0,4.0,0.0,18.0,1.0,0.0,14.0,1.0,0.0,,1.0
cricket-t20i-2021-10-16-1282740,2021-10-16,2021,1,T20I,Denmark,Germany,,,,,,,6.0,0.0,0.0,5.0,0.0,0.0,,1.0
cricket-t20i-2021-10-17-1282742,2021-10-17,2021,1,T20I,Jersey,Denmark,7.0,1.0,0.0,8.0,5.0,0.0,24.0,0.0,0.0,25.0,2.0,0.0,,1.0
cricket-t20i-2021-10-19-1282744,2021-10-19,2021,1,T20I,Italy,Denmark,14.0,0.0,0.0,7.0,16.0,1.0,12.0,0.0,0.0,17.0,0.0,1.0,,1.0
cricket-t20i-2021-10-20-1282747,2021-10-20,2021,1,T20I,Germany,Denmark,11.0,0.0,0.0,7.0,8.0,0.0,12.0,0.0,0.0,14.0,0.0,3.0,,1.0
cricket-t20i-2022-05-07-1310167,2022-05-07,2022,1,T20I,Denmark,Finland,2.0,0.0,0.0,7.0,1.0,0.0,17.0,0.0,0.0,28.0,1.0,1.0,1.0,1.0
cricket-t20i-2022-05-07-1310168,2022-05-07,2022,1,T20I,Denmark,Finland,10.0,1.0,0.0,5.0,13.0,0.0,12.0,0.0,0.0,3.0,1.0,0.0,,1.0
cricket-t20i-2022-05-08-1310169,2022-05-08,2022,1,T20I,Denmark,Finland,,,,,,,12.0,0.0,0.0,10.0,0.0,0.0,,1.0
