game_id,date,season,week,league,away,home,assists,blocks,catches,completions,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-COL-LA,2023-05-06,2023,2,,COL,LA,2.0,,10.0,14.0,,2.0,12.0,17.0,2.0,32.0,146.0
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,2.0,,13.0,18.0,,,9.0,21.0,1.0,77.0,95.0
2023-06-18-SEA-LA,2023-06-18,2023,8,,SEA,LA,2.0,,9.0,14.0,1.0,1.0,10.0,16.0,2.0,67.0,146.0
2023-06-24-SD-LA,2023-06-24,2023,9,,SD,LA,1.0,,8.0,11.0,,1.0,13.0,12.0,1.0,-2.0,99.0
2023-06-30-SLC-LA,2023-06-30,2023,10,,SLC,LA,3.0,1.0,20.0,22.0,,,9.0,22.0,1.0,-38.0,176.0
2023-07-21-OAK-LA,2023-07-21,2023,13,,OAK,LA,,,5.0,6.0,,,5.0,7.0,1.0,-15.0,21.0
