game_id,date,season,week,league,away,home,def_tackles,gp,recv_rec,recv_td,recv_yds,rush_att,rush_yds
FOOTBALL_ELF_2021_SEASON_TOTAL,,2021,1,ELF,,,,9.0,5.0,,60.0,,
FOOTBALL_ELF_2022_SEASON_TOTAL,,2022,1,ELF,,,1.0,12.0,24.0,1.0,214.0,1.0,3.0
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,,9.0,15.0,2.0,176.0,,
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,,4.0,,,,,
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,,12.0,8.0,,52.0,3.0,3.0
