game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,2.0,2.0,44.0,1.0,19.0,-2.0,56.0,7.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,6.0,2.0,56.0,3.0,13.0,6.0,63.0,5.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,7.0,2.0,37.0,2.0,7.0,5.0,91.0,6.0
