game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2020-02-25-1215162,2020-02-25,2020,1,T20I,Iran,Kuwait,24.0,0.0,0.0,24.0,0.0,1.0,,1.0
cricket-t20i-2020-02-26-1215163,2020-02-26,2020,1,T20I,Kuwait,Bahrain,12.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0
cricket-t20i-2020-02-27-1215165,2020-02-27,2020,1,T20I,Kuwait,United Arab Emirates,24.0,0.0,0.0,28.0,1.0,1.0,1.0,1.0
