game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
10798025,2024-06-21,2024,3,CFL,BC,WPG,0.0,52.0,4.0
10798028,2024-06-27,2024,4,CFL,EDM,BC,0.0,11.0,1.0
10798062,2024-08-24,2024,12,CFL,BC,OTT,0.0,0.0,0.0
10798084,2024-10-04,2024,18,CFL,CGY,BC,0.0,7.0,1.0
10798092,2024-10-19,2024,20,CFL,MTL,BC,0.0,30.0,2.0
SYNTHETIC_CFL_2024_W21_BC,,2024,21,CFL,,,0.0,56.0,5.0
