game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2021-09-15-1275113,2021-09-15,2021,1,T20I,Cameroon,Sierra Leone,12.0,0.0,0.0,6.0,3.0,0.0,12.0,0.0,1.0,11.0,1.0,2.0,,1.0
cricket-t20i-2025-06-05-1487702,2025-06-05,2025,1,T20I,Cameroon,Sierra Leone,,,,,,,24.0,0.0,0.0,8.0,3.0,2.0,,1.0
cricket-t20i-2025-06-06-1487707,2025-06-06,2025,1,T20I,Cameroon,Malawi,1.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,25.0,0.0,1.0,,1.0
cricket-t20i-2025-06-07-1487712,2025-06-07,2025,1,T20I,Nigeria,Cameroon,,,,,,,24.0,1.0,0.0,22.0,1.0,0.0,1.0,1.0
cricket-t20i-2025-06-11-1487723,2025-06-11,2025,1,T20I,Brazil,Cameroon,2.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,18.0,2.0,1.0,,1.0
cricket-t20i-2025-06-12-1487725,2025-06-12,2025,1,T20I,Tanzania,Cameroon,11.0,1.0,0.0,9.0,9.0,0.0,24.0,0.0,0.0,24.0,1.0,1.0,,1.0
cricket-t20i-2025-07-20-1494126,2025-07-20,2025,1,T20I,Malawi,Cameroon,1.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,15.0,0.0,4.0,,1.0
cricket-t20i-2025-07-21-1494131,2025-07-21,2025,1,T20I,Cameroon,Lesotho,3.0,0.0,0.0,10.0,0.0,0.0,18.0,1.0,0.0,9.0,0.0,0.0,,1.0
cricket-t20i-2025-07-23-1494135,2025-07-23,2025,1,T20I,Cameroon,Rwanda,5.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,,1.0
cricket-t20i-2025-07-24-1494136,2025-07-24,2025,1,T20I,Cameroon,Eswatini,,,,,,,18.0,1.0,0.0,3.0,0.0,1.0,,1.0
cricket-t20i-2025-07-26-1494142,2025-07-26,2025,1,T20I,Mozambique,Cameroon,2.0,0.0,1.0,10.0,3.0,0.0,24.0,0.0,0.0,13.0,2.0,2.0,,1.0
