game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-mlc-2024-07-18-1432741,2024-07-18,2024,1,MLC,San Francisco Unicorns,MI New York,,,,,,,12.0,0.0,0.0,28.0,0.0,1.0,1.0
cricket-mlc-2025-06-13-1481993,2025-06-13,2025,1,MLC,Texas Super Kings,MI New York,1.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,23.0,1.0,0.0,1.0
cricket-mlc-2025-06-15-1481997,2025-06-15,2025,1,MLC,MI New York,San Francisco Unicorns,11.0,3.0,1.0,8.0,20.0,0.0,24.0,0.0,0.0,24.0,1.0,0.0,1.0
cricket-mlc-2025-06-18-1482000,2025-06-18,2025,1,MLC,Seattle Orcas,MI New York,,,,,,,18.0,0.0,0.0,28.0,1.0,1.0,1.0
cricket-mlc-2025-06-21-1482002,2025-06-21,2025,1,MLC,MI New York,Washington Freedom,,,,,,,24.0,0.0,0.0,37.0,2.0,0.0,1.0
cricket-mlc-2025-06-23-1482005,2025-06-23,2025,1,MLC,San Francisco Unicorns,MI New York,1.0,0.0,1.0,8.0,1.0,0.0,18.0,0.0,0.0,40.0,0.0,1.0,1.0
cricket-mlc-2025-06-27-1482009,2025-06-27,2025,1,MLC,MI New York,Seattle Orcas,,,,,,,6.0,0.0,0.0,15.0,0.0,0.0,1.0
cricket-mlc-2025-06-29-1482012,2025-06-29,2025,1,MLC,Texas Super Kings,MI New York,2.0,0.0,1.0,8.0,2.0,0.0,12.0,0.0,0.0,23.0,0.0,1.0,1.0
cricket-mlc-2025-07-06-1482020,2025-07-06,2025,1,MLC,MI New York,Washington Freedom,16.0,1.0,0.0,9.0,16.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,1.0
cricket-npl-2025-11-19-1510980,2025-11-19,2025,1,NPL,Sudur Paschim Royals,Kathmandu Gorkhas,7.0,1.0,0.0,9.0,10.0,0.0,24.0,0.0,0.0,27.0,2.0,0.0,1.0
cricket-npl-2025-12-04-1510999,2025-12-04,2025,1,NPL,Kathmandu Gorkhas,Pokhara Avengers,2.0,0.0,1.0,8.0,2.0,0.0,24.0,0.0,0.0,25.0,2.0,0.0,1.0
cricket-npl-2025-12-10-1511006,2025-12-10,2025,1,NPL,Kathmandu Gorkhas,Lumbini Lions,6.0,0.0,0.0,3.0,7.0,1.0,24.0,0.0,0.0,14.0,1.0,2.0,1.0
