game_id,date,season,week,league,away,home,pass_att,pass_cmp,pass_lg,pass_td,pass_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2019_10_26_OTT@TOR,2019-10-26,2019,1,CFL,OTT,TOR,9.0,5.0,31.0,1.0,61.0,,,
FOOTBALL_CFL_2019_11_2_TOR@HAM,2019-11-02,2019,1,CFL,TOR,HAM,16.0,10.0,24.0,,112.0,1.0,1.0,1.0
FOOTBALL_CFL_2021_10_16_CGY@BC,2021-10-16,2021,1,CFL,CGY,BC,,,,,,2.0,2.0,3.0
FOOTBALL_CFL_2021_8_12_BC@CGY,2021-08-12,2021,1,CFL,BC,CGY,,,,,,1.0,1.0,1.0
FOOTBALL_CFL_2021_8_7_TOR@CGY,2021-08-07,2021,1,CFL,TOR,CGY,,,,,,1.0,1.0,1.0
