game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-826-10-1,2026-02-18,2026,1,WCF-WORLD,China,Denmark,1.0,1.0,0.0,8.0,7.0
curling-wcf-world-2026-826-11-2,2026-02-18,2026,1,WCF-WORLD,China,Sweden,1.0,1.0,0.0,9.0,4.0
curling-wcf-world-2026-826-12-2,2026-02-19,2026,1,WCF-WORLD,Japan,China,1.0,1.0,0.0,9.0,6.0
curling-wcf-world-2026-826-2-1,2026-02-12,2026,1,WCF-WORLD,China,Great Britain,0.0,1.0,1.0,4.0,7.0
curling-wcf-world-2026-826-3-2,2026-02-13,2026,1,WCF-WORLD,China,Switzerland,1.0,1.0,0.0,7.0,5.0
curling-wcf-world-2026-826-4-1,2024-02-14,2026,1,WCF-WORLD,Italy,China,0.0,1.0,1.0,7.0,8.0
curling-wcf-world-2026-826-6-1,2026-02-15,2026,1,WCF-WORLD,United States of America,China,1.0,1.0,0.0,6.0,5.0
curling-wcf-world-2026-832-1-1,2026-03-14,2026,1,WCF-WORLD,China,Scotland,0.0,1.0,1.0,6.0,7.0
curling-wcf-world-2026-832-10-2,2026-03-17,2026,1,WCF-WORLD,United States of America,China,0.0,1.0,1.0,1.0,6.0
curling-wcf-world-2026-832-14-3,2026-03-18,2026,1,WCF-WORLD,Australia,China,0.0,1.0,1.0,2.0,8.0
curling-wcf-world-2026-832-15-1,2026-03-19,2026,1,WCF-WORLD,Türkiye,China,0.0,1.0,1.0,5.0,10.0
curling-wcf-world-2026-832-17-1,2026-03-19,2026,1,WCF-WORLD,China,Japan,1.0,1.0,0.0,8.0,7.0
curling-wcf-world-2026-832-18-1,2026-03-20,2026,1,WCF-WORLD,China,Korea,1.0,1.0,0.0,6.0,4.0
curling-wcf-world-2026-832-2-1,2026-03-14,2026,1,WCF-WORLD,China,Switzerland,1.0,1.0,0.0,6.0,5.0
curling-wcf-world-2026-832-7-1,2026-03-16,2026,1,WCF-WORLD,China,Italy,0.0,1.0,1.0,3.0,10.0
curling-wcf-world-2026-836-11-1,2026-04-28,2026,1,WCF-WORLD,China,Estonia,0.0,1.0,1.0,5.0,6.0
curling-wcf-world-2026-836-13-2,2026-04-29,2026,1,WCF-WORLD,China,Denmark,0.0,1.0,1.0,6.0,9.0
curling-wcf-world-2026-836-15-1,2026-04-29,2026,1,WCF-WORLD,Sweden,China,1.0,1.0,0.0,8.0,5.0
