game_id,date,season,week,league,away,home,attempts,avg,long,td,yards
FOOTBALL_XLEAGUE_2014_SEASON_TOTAL,,2014,1,XLEAGUE,,,54.0,6.0,20.0,3.0,324.0
FOOTBALL_XLEAGUE_2015_SEASON_TOTAL,,2015,1,XLEAGUE,,,51.0,7.2,41.0,1.0,369.0
