game_id,date,season,week,league,away,home,ret_lg,ret_num,ret_yds
FOOTBALL_CFL_2021_11_19_EDM@BC,2021-11-19,2021,1,CFL,EDM,BC,23.0,1.0,23.0
FOOTBALL_CFL_2021_11_5_BC@HAM,2021-11-05,2021,1,CFL,BC,HAM,19.0,3.0,51.0
