game_id,date,season,week,league,away,home,fielding_catches,fielding_runouts,match_played
cricket-hnd-2021-08-06-1252719,2021-08-06,2021,1,HND,Welsh Fire,Trent Rockets,1.0,1.0,1.0
cricket-hnd-2022-08-30-1299166,2022-08-30,2022,1,HND,Birmingham Phoenix,London Spirit,1.0,,1.0
