game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2025-07-12-1492890,2025-07-12,2025,1,T20I,Germany,Tanzania,12.0,0.0,0.0,15.0,0.0,2.0,1.0,1.0
cricket-t20i-2025-07-13-1492892,2025-07-13,2025,1,T20I,Bahrain,Tanzania,18.0,0.0,0.0,15.0,0.0,0.0,,1.0
