game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,2.0,,,3.0,,-3.0,5.0,8.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,7.0,2.0,19.0,5.0,37.0,7.0,77.0,7.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,17.0,2.0,30.0,7.0,81.0,-9.0,260.0,35.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,4.0,,2.0,1.0,16.0,,65.0,5.0
