game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-IND-ATL,2023-04-29,2023,1,,IND,ATL,,2.0,,,,,,,,,
2023-05-05-CAR-ATL,2023-05-05,2023,2,,CAR,ATL,1.0,,3.0,2.0,,,,3.0,1.0,33.0,22.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,,ATL,CAR,,,1.0,1.0,,,,1.0,,15.0,-1.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,,ATL,BOS,,1.0,4.0,3.0,1.0,,2.0,4.0,1.0,71.0,16.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,,ATL,CAR,,,3.0,2.0,,1.0,,3.0,1.0,13.0,25.0
