game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,1.0,1.0,,1.0,,3.0,2.0,
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,,,,1.0,14.0,,15.0,1.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,2.0,3.0,8.0,6.0,62.0,-2.0,68.0,13.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,,1.0,10.0,,6.0,1.0,12.0,
