game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-tests-2022-11-30-1317484,2022-11-30,2022,1,TESTS,Australia,West Indies,205.0,11.0,0.0,2.0,96.0,1.0,,,1.0
cricket-tests-2022-12-08-1317485,2022-12-08,2022,1,TESTS,Australia,West Indies,130.0,6.0,0.0,2.0,64.0,1.0,,,1.0
cricket-tests-2023-02-04-1350681,2023-02-04,2023,1,TESTS,West Indies,Zimbabwe,533.0,16.0,0.0,2.0,222.0,3.0,,,1.0
cricket-tests-2023-02-12-1350682,2023-02-12,2023,1,TESTS,Zimbabwe,West Indies,77.0,4.0,0.0,2.0,36.0,0.0,2.0,,1.0
cricket-tests-2023-02-28-1339599,2023-02-28,2023,1,TESTS,South Africa,West Indies,79.0,5.0,0.0,2.0,32.0,0.0,1.0,1.0,1.0
cricket-tests-2023-03-08-1339600,2023-03-08,2023,1,TESTS,South Africa,West Indies,44.0,0.0,0.0,2.0,3.0,0.0,1.0,,1.0
cricket-tests-2023-07-12-1381212,2023-07-12,2023,1,TESTS,West Indies,India,72.0,1.0,0.0,2.0,19.0,0.0,,,1.0
cricket-tests-2023-07-20-1381213,2023-07-20,2023,1,TESTS,India,West Indies,193.0,6.0,0.0,2.0,57.0,0.0,,,1.0
cricket-tests-2024-01-17-1375845,2024-01-17,2024,1,TESTS,West Indies,Australia,26.0,1.0,0.0,2.0,6.0,0.0,1.0,,1.0
cricket-tests-2024-01-25-1375846,2024-01-25,2024,1,TESTS,West Indies,Australia,74.0,2.0,0.0,2.0,25.0,0.0,1.0,,1.0
cricket-tests-2025-10-02-1479569,2025-10-02,2025,1,TESTS,West Indies,India,34.0,1.0,0.0,2.0,8.0,0.0,,,1.0
cricket-tests-2025-10-10-1479570,2025-10-10,2025,1,TESTS,India,West Indies,97.0,5.0,0.0,2.0,44.0,1.0,,1.0,1.0
cricket-tests-2025-12-02-1491732,2025-12-02,2025,1,TESTS,New Zealand,West Indies,214.0,4.0,0.0,2.0,58.0,0.0,1.0,,1.0
