game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-13-IND-CHI,2023-05-13,2023,3,,IND,CHI,,,3.0,3.0,,,1.0,3.0,,29.0,-2.0
2023-06-03-CHI-MIN,2023-06-03,2023,6,,CHI,MIN,,1.0,3.0,2.0,1.0,,9.0,2.0,,13.0,3.0
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,,,6.0,6.0,,1.0,2.0,6.0,,37.0,37.0
2023-06-23-DET-CHI,2023-06-23,2023,9,,DET,CHI,,2.0,7.0,6.0,2.0,2.0,,7.0,,22.0,17.0
2023-06-24-CHI-DET,2023-06-24,2023,9,,CHI,DET,1.0,,,,,,,,1.0,,
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,,,2.0,2.0,,,,2.0,,2.0,13.0
2023-07-15-CHI-MIN,2023-07-15,2023,12,,CHI,MIN,2.0,,20.0,17.0,1.0,,,19.0,1.0,93.0,96.0
