game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2021-08-06-1271447,2021-08-06,2021,1,T20I,France,Germany,12.0,0.0,0.0,13.0,0.0,1.0,,1.0
cricket-t20i-2021-08-08-1271450,2021-08-08,2021,1,T20I,Norway,Germany,12.0,0.0,0.0,24.0,0.0,0.0,2.0,1.0
