game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-16-MTL-DC,2023-06-16,2023,8,,MTL,DC,1.0,,42.0,39.0,,1.0,1.0,43.0,4.0,67.0,233.0
2023-07-21-MTL-BOS,2023-07-21,2023,13,,MTL,BOS,,,6.0,6.0,,,,6.0,,27.0,16.0
2024-04-26-MTL-BOS,2024-04-26,2024,1,,MTL,BOS,0.0,0.0,,,0.0,2.0,,,0.0,11.0,141.0
2024-04-27-MTL-NY,2024-04-27,2024,1,,MTL,NY,0.0,0.0,,,0.0,0.0,,,1.0,-19.0,135.0
2024-05-11-MTL-TOR,2024-05-11,2024,3,,MTL,TOR,0.0,0.0,,,0.0,0.0,,,0.0,12.0,23.0
2024-05-18-NY-MTL,2024-05-18,2024,4,,NY,MTL,0.0,0.0,,,0.0,0.0,,,0.0,8.0,15.0
2024-06-08-TOR-MTL,2024-06-08,2024,7,,TOR,MTL,0.0,0.0,,,0.0,0.0,,,0.0,18.0,43.0
2024-06-16-DC-MTL,2024-06-16,2024,8,,DC,MTL,2.0,0.0,,,0.0,0.0,,,0.0,21.0,98.0
2024-06-21-MTL-PHI,2024-06-21,2024,9,,MTL,PHI,0.0,0.0,,,0.0,1.0,,,2.0,26.0,72.0
2024-06-22-MTL-DC,2024-06-22,2024,9,,MTL,DC,0.0,0.0,,,0.0,0.0,,,0.0,-26.0,67.0
2024-06-30-PHI-MTL,2024-06-30,2024,10,,PHI,MTL,0.0,1.0,,,0.0,0.0,,,1.0,10.0,64.0
2024-07-06-BOS-MTL,2024-07-06,2024,11,,BOS,MTL,0.0,0.0,,,0.0,0.0,,,0.0,11.0,67.0
2024-07-19-MTL-TOR,2024-07-19,2024,13,,MTL,TOR,0.0,0.0,,,0.0,1.0,,,0.0,15.0,202.0
2024-07-21-BOS-MTL,2024-07-21,2024,13,,BOS,MTL,0.0,0.0,,,0.0,0.0,,,1.0,4.0,22.0
2025-04-26-MTL-BOS,2025-04-26,2025,1,,MTL,BOS,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-09-MTL-NY,2025-05-09,2025,3,,MTL,NY,0.0,0.0,,,0.0,0.0,,,0.0,-33.0,41.0
2025-05-10-MTL-BOS,2025-05-10,2025,3,,MTL,BOS,1.0,0.0,,,1.0,0.0,,,0.0,-16.0,99.0
2025-05-17-NY-MTL,2025-05-17,2025,4,,NY,MTL,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-31-DC-MTL,2025-05-31,2025,6,,DC,MTL,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-06-PHI-MTL,2025-06-06,2025,7,,PHI,MTL,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-07-MTL-TOR,2025-06-07,2025,7,,MTL,TOR,0.0,0.0,,,0.0,0.0,,,1.0,30.0,117.0
2025-06-14-BOS-MTL,2025-06-14,2025,8,,BOS,MTL,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-27-MTL-DC,2025-06-27,2025,10,,MTL,DC,1.0,0.0,,,0.0,0.0,,,1.0,-5.0,76.0
2025-06-28-MTL-PHI,2025-06-28,2025,10,,MTL,PHI,0.0,0.0,,,0.0,1.0,,,0.0,-24.0,58.0
2025-07-04-TOR-MTL,2025-07-04,2025,11,,TOR,MTL,0.0,0.0,,,0.0,0.0,,,1.0,27.0,25.0
2025-07-19-TOR-MTL,2025-07-19,2025,13,,TOR,MTL,1.0,0.0,,,0.0,0.0,,,1.0,-10.0,26.0
