game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2025-07-23-1494098,2025-07-23,2025,1,T20I,Samoa,Hong Kong,24.0,0.0,0.0,28.0,1.0,1.0,1.0,1.0
cricket-t20i-2025-07-24-1494101,2025-07-24,2025,1,T20I,Hong Kong,Singapore,18.0,0.0,0.0,27.0,1.0,0.0,,1.0
cricket-t20i-2025-07-26-1494102,2025-07-26,2025,1,T20I,Hong Kong,Malaysia,2.0,0.0,0.0,12.0,0.0,0.0,,1.0
