game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-npl-2024-12-03-1462643,2024-12-03,2024,1,NPL,Chitwan Rhinos,Pokhara Avengers,12.0,0.0,0.0,4.0,1.0,0.0,,,,,,,1.0
cricket-npl-2024-12-05-1462646,2024-12-05,2024,1,NPL,Pokhara Avengers,Janakpur Bolts,17.0,0.0,0.0,1.0,10.0,1.0,,,,,,,1.0
cricket-npl-2024-12-06-1462649,2024-12-06,2024,1,NPL,Lumbini Lions,Pokhara Avengers,46.0,4.0,1.0,1.0,61.0,4.0,,,,,,,1.0
cricket-npl-2024-12-10-1462655,2024-12-10,2024,1,NPL,Pokhara Avengers,Karnali Yaks,19.0,4.0,0.0,1.0,26.0,1.0,,,,,,,1.0
cricket-npl-2024-12-12-1462658,2024-12-12,2024,1,NPL,Biratnagar Kings,Pokhara Avengers,11.0,0.0,0.0,1.0,11.0,1.0,6.0,0.0,0.0,9.0,1.0,0.0,1.0
cricket-npl-2024-12-14-1462662,2024-12-14,2024,1,NPL,Pokhara Avengers,Kathmandu Gurkhas,25.0,6.0,0.0,1.0,38.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0
cricket-npl-2024-12-15-1462665,2024-12-15,2024,1,NPL,Sudur Paschim Royals,Pokhara Avengers,12.0,3.0,0.0,1.0,15.0,0.0,,,,,,,1.0
cricket-npl-2025-11-18-1510979,2025-11-18,2025,1,NPL,Biratnagar Kings,Pokhara Avengers,6.0,0.0,0.0,1.0,7.0,1.0,,,,,,,1.0
cricket-npl-2025-11-21-1510982,2025-11-21,2025,1,NPL,Sudur Paschim Royals,Pokhara Avengers,9.0,1.0,0.0,1.0,6.0,0.0,,,,,,,1.0
cricket-npl-2025-11-27-1510990,2025-11-27,2025,1,NPL,Pokhara Avengers,Janakpur Bolts,38.0,2.0,0.0,1.0,38.0,3.0,,,,,,,1.0
cricket-npl-2025-11-29-1510993,2025-11-29,2025,1,NPL,Pokhara Avengers,Lumbini Lions,11.0,1.0,0.0,1.0,7.0,0.0,,,,,,,1.0
