game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140NYL,2021-05-14,2021,1,WNBA,IND,NYL,,,,,,,1.0,,1.0,,,,2.5166666666666666,-2.0,,,,1.0
WNBA_202105160IND,2021-05-16,2021,1,WNBA,NYL,IND,,1.0,,,,,1.0,,,0.5,2.0,1.0,6.55,11.0,1.0,1.0,1.0,
WNBA_202107010IND,2021-07-01,2021,1,WNBA,CON,IND,,,,1.0,,0.4,5.0,2.0,4.0,,,,8.933333333333334,-8.0,4.0,,1.0,1.0
WNBA_202107030IND,2021-07-03,2021,1,WNBA,CON,IND,1.0,,,2.0,,,3.0,,1.0,,,,3.3,,,,,
WNBA_202107090IND,2021-07-09,2021,1,WNBA,NYL,IND,1.0,1.0,0.25,4.0,1.0,0.2,5.0,1.0,,,,,7.4,6.0,3.0,1.0,,
WNBA_202107110ATL,2021-07-11,2021,1,WNBA,IND,ATL,,4.0,0.5,2.0,1.0,0.667,3.0,2.0,1.0,,,,11.4,7.0,5.0,4.0,1.0,
