game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W1_SSK,,,1,CFL,,,0.0,58.0,5.0
SYNTHETIC_CFL_W3_SSK,,,3,CFL,,,1.0,101.0,4.0
SYNTHETIC_CFL_W4_SSK,,,4,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_W5_SSK,,,5,CFL,,,1.0,76.0,4.0
SYNTHETIC_CFL_W6_SSK,2022-07-16,,6,CFL,SSK,TOR,1.0,84.0,5.0
SYNTHETIC_CFL_W8_SSK,2022-07-29,,8,CFL,BC,SSK,0.0,39.0,5.0
SYNTHETIC_CFL_W10_SSK,2022-08-13,,10,CFL,SSK,EDM,1.0,80.0,4.0
SYNTHETIC_CFL_W11_SSK,2022-08-19,,11,CFL,BC,SSK,0.0,42.0,2.0
