game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,kicking_deuce,kicking_pat,kicking_pat_att,sacks,safeties,tackles
FOOTBALL_NAL_2026_3_7_T566773G1127137@T573852,2026-03-08,2026,1,NAL,Amarillo Warbirds,Louisiana Rouxgaroux,,,,,,0.0,0.0,0.0,0.0,,,0.0,2.0,3.0,,,
FOOTBALL_NAL_2026_3_13_T570666G1127140@T566773,2026-03-13,2026,2,NAL,Sioux City Bandits,Amarillo Warbirds,,,,,,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,
FOOTBALL_NAL_2026_3_28_T573852G1127146@T566773,2026-03-28,2026,4,NAL,Louisiana Rouxgaroux,Amarillo Warbirds,0.0,0.0,0.0,0.0,0.0,2.0,25.0,500.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
FOOTBALL_NAL_2026_4_4_T566773G1127151@T581933,2026-04-05,2026,5,NAL,Amarillo Warbirds,Dallas Bulls,,,,,,1.0,22.0,1.0,1.0,,,0.0,0.0,0.0,,,
FOOTBALL_NAL_2026_4_11_T566773G1127154@T570667,2026-04-12,2026,6,NAL,Amarillo Warbirds,Colorado Spartans,,,,,,2.0,0.0,500.0,1.0,,,0.0,0.0,0.0,,,
FOOTBALL_NAL_2026_4_18_T600414G1127159@T566773,2026-04-18,2026,7,NAL,Southwest Kansas Storm,Amarillo Warbirds,,,,,,2.0,31.0,500.0,1.0,,,0.0,1.0,2.0,,,
FOOTBALL_NAL_2026_5_2_T600414G1127163@T566773,2026-05-02,2026,9,NAL,Southwest Kansas Storm,Amarillo Warbirds,,,,,,2.0,27.0,500.0,1.0,,,0.0,2.0,3.0,,,
FOOTBALL_NAL_2026_5_9_T566773G1127168@T570666,2026-05-10,2026,10,NAL,Amarillo Warbirds,Sioux City Bandits,,,,,,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,,
