game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2022_W1_BHAM,,2022,1,USFL,,,0.0,18.0,3.0,0.0,27.0
SYNTHETIC_USFL_2022_W2_BHAM,,2022,2,USFL,,,0.0,10.0,2.0,0.0,62.0
SYNTHETIC_USFL_2022_W3_BHAM,,2022,3,USFL,,,,,,0.0,20.0
SYNTHETIC_USFL_2022_W4_BHAM,,2022,4,USFL,,,0.0,15.0,2.0,0.0,32.0
SYNTHETIC_USFL_2022_W5_BHAM,,2022,5,USFL,,,,,,0.0,5.0
SYNTHETIC_USFL_2022_W6_BHAM,,2022,6,USFL,,,1.0,6.0,1.0,0.0,32.0
SYNTHETIC_USFL_2022_W7_BHAM,,2022,7,USFL,,,,,,0.0,35.0
SYNTHETIC_USFL_2022_W8_BHAM,,2022,8,USFL,,,0.0,0.0,0.0,,
SYNTHETIC_USFL_2022_W9_BHAM,,2022,9,USFL,,,0.0,2.0,1.0,,
SYNTHETIC_USFL_2022_W10_BHAM,,2022,10,USFL,,,,,,0.0,13.0
