game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-hnd-2023-08-02-1355607,2023-08-02,2023,1,HND,Welsh Fire,Manchester Originals,18.0,7.0,0.0,3.0,37.0,0.0,,1.0
cricket-hnd-2023-08-05-1355611,2023-08-05,2023,1,HND,Manchester Originals,London Spirit,16.0,3.0,0.0,3.0,24.0,0.0,,1.0
cricket-hnd-2023-08-07-1355615,2023-08-07,2023,1,HND,Manchester Originals,Birmingham Phoenix,1.0,0.0,0.0,4.0,0.0,0.0,,1.0
cricket-hnd-2023-08-09-1355618,2023-08-09,2023,1,HND,Oval Invincibles,Manchester Originals,2.0,0.0,0.0,4.0,0.0,0.0,,1.0
cricket-hnd-2023-08-17-1355628,2023-08-17,2023,1,HND,Manchester Originals,Trent Rockets,10.0,2.0,0.0,3.0,14.0,0.0,,1.0
cricket-hnd-2023-08-20-1355632,2023-08-20,2023,1,HND,Manchester Originals,Northern Superchargers,8.0,1.0,0.0,5.0,11.0,0.0,,1.0
cricket-hnd-2023-08-26-1355638,2023-08-26,2023,1,HND,Southern Brave,Manchester Originals,17.0,1.0,0.0,3.0,31.0,3.0,,1.0
cricket-hnd-2023-08-27-1355639,2023-08-27,2023,1,HND,Oval Invincibles,Manchester Originals,25.0,4.0,0.0,3.0,37.0,1.0,,1.0
cricket-hnd-2024-07-25-1417792,2024-07-25,2024,1,HND,Manchester Originals,Welsh Fire,6.0,0.0,0.0,3.0,2.0,0.0,,1.0
cricket-hnd-2024-07-29-1417796,2024-07-29,2024,1,HND,Trent Rockets,Manchester Originals,37.0,2.0,0.0,2.0,40.0,1.0,,1.0
cricket-hnd-2024-08-01-1417800,2024-08-01,2024,1,HND,Manchester Originals,Southern Brave,3.0,0.0,0.0,2.0,2.0,0.0,,1.0
cricket-hnd-2024-08-04-1417805,2024-08-04,2024,1,HND,Northern Superchargers,Manchester Originals,7.0,1.0,0.0,7.0,7.0,0.0,1.0,1.0
cricket-hnd-2024-08-06-1417807,2024-08-06,2024,1,HND,Oval Invincibles,Manchester Originals,1.0,0.0,1.0,8.0,1.0,0.0,,1.0
cricket-hnd-2024-08-09-1417812,2024-08-09,2024,1,HND,Manchester Originals,London Spirit,29.0,3.0,0.0,3.0,38.0,0.0,,1.0
cricket-hnd-2024-08-11-1417816,2024-08-11,2024,1,HND,Manchester Originals,Northern Superchargers,11.0,1.0,0.0,3.0,13.0,1.0,,1.0
cricket-hnd-2024-08-15-1417821,2024-08-15,2024,1,HND,Manchester Originals,Birmingham Phoenix,10.0,3.0,0.0,3.0,15.0,0.0,,1.0
cricket-ilt20-2024-01-29-1406902,2024-01-29,2024,1,ILT20,Dubai Capitals,Sharjah Warriors,2.0,0.0,0.0,6.0,0.0,0.0,,1.0
cricket-ilt20-2024-02-06-1406912,2024-02-06,2024,1,ILT20,Gulf Giants,Dubai Capitals,7.0,0.0,0.0,5.0,7.0,0.0,,1.0
cricket-ilt20-2024-02-09-1406915,2024-02-09,2024,1,ILT20,Desert Vipers,Dubai Capitals,4.0,2.0,0.0,2.0,8.0,0.0,,1.0
cricket-ilt20-2024-02-10-1406917,2024-02-10,2024,1,ILT20,Dubai Capitals,MI Emirates,33.0,10.0,0.0,2.0,51.0,0.0,,1.0
cricket-ilt20-2024-02-13-1406920,2024-02-13,2024,1,ILT20,Dubai Capitals,Abu Dhabi Knight Riders,5.0,0.0,0.0,2.0,1.0,0.0,,1.0
cricket-hnd-2025-08-08-1471005,2025-08-08,2025,1,HND,Birmingham Phoenix,Trent Rockets,13.0,4.0,1.0,4.0,22.0,0.0,1.0,1.0
cricket-hnd-2025-08-10-1471009,2025-08-10,2025,1,HND,Northern Superchargers,Trent Rockets,11.0,0.0,0.0,4.0,8.0,0.0,,1.0
cricket-hnd-2025-08-14-1471014,2025-08-14,2025,1,HND,London Spirit,Trent Rockets,7.0,1.0,0.0,7.0,7.0,0.0,1.0,1.0
