game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_HUSTLE,,2022,2,AUDL,,,5.0,1.0,,,0.0,0.0,,,,6.0,178.0,397.0
SYNTHETIC_AUDL_2022_W3_HUSTLE,,2022,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-17-CAR-ATL,2022-06-17,2022,4,,CAR,ATL,3.0,0.0,,,1.0,1.0,,,,0.0,80.0,167.0
2022-07-02-ATL-CAR,2022-07-02,2022,6,,ATL,CAR,7.0,1.0,,,0.0,0.0,,,,3.0,97.0,443.0
2022-07-08-ATL-DAL,2022-07-08,2022,7,AUDL,hustle,legion,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-09-ATL-ATX,2022-07-09,2022,7,AUDL,hustle,sol,2.0,0.0,,,0.0,0.0,,,,5.0,78.0,132.0
2022-07-16-ATL-TB,2022-07-16,2022,8,AUDL,hustle,cannons,2.0,0.0,,,0.0,1.0,,,,2.0,65.0,226.0
2022-07-22-DAL-ATL,2022-07-22,2022,9,AUDL,legion,hustle,7.0,0.0,,,0.0,1.0,,,,1.0,106.0,508.0
2022-07-30-IND-ATL,2022-07-30,2022,10,AUDL,alleycats,hustle,2.0,1.0,,,0.0,0.0,,,,1.0,87.0,398.0
2023-04-29-IND-ATL,2023-04-29,2023,1,AUDL,INDIANAPOLIS ALLEYCATS,ATLANTA HUSTLE,5.0,,39.0,39.0,,,1.0,1.0,40.0,1.0,55.0,219.0
2023-05-05-CAR-ATL,2023-05-05,2023,2,AUDL,CAROLINA FLYERS,ATLANTA HUSTLE,4.0,,32.0,32.0,,1.0,5.0,2.0,33.0,1.0,58.0,248.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,AUDL,AUSTIN SOL,ATLANTA HUSTLE,3.0,,31.0,34.0,,,4.0,3.0,38.0,4.0,92.0,371.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,AUDL,ATLANTA HUSTLE,CAROLINA FLYERS,3.0,,26.0,27.0,,1.0,2.0,3.0,30.0,3.0,50.0,361.0
2023-05-27-HTX-ATL,2023-05-27,2023,5,AUDL,HOUSTON HAVOC,ATLANTA HUSTLE,1.0,,19.0,22.0,,1.0,1.0,1.0,23.0,1.0,35.0,218.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,AUDL,ATLANTA HUSTLE,BOSTON GLORY,1.0,,34.0,39.0,,1.0,3.0,3.0,42.0,3.0,35.0,390.0
2023-06-10-ATL-NY,2023-06-10,2023,7,AUDL,ATLANTA HUSTLE,NEW YORK EMPIRE,,1.0,,,,,,,,,,
2023-06-17-DAL-ATL,2023-06-17,2023,8,AUDL,DALLAS LEGION,ATLANTA HUSTLE,4.0,2.0,39.0,49.0,,,3.0,3.0,49.0,,133.0,361.0
2023-06-23-ATL-HTX,2023-06-23,2023,9,AUDL,ATLANTA HUSTLE,HOUSTON HAVOC,2.0,,43.0,47.0,,1.0,2.0,1.0,48.0,1.0,53.0,227.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,AUDL,ATLANTA HUSTLE,CAROLINA FLYERS,4.0,,34.0,35.0,,1.0,1.0,2.0,37.0,1.0,69.0,161.0
2023-07-22-CAR-ATL,2023-07-22,2023,13,AUDL,CAROLINA FLYERS,ATLANTA HUSTLE,1.0,,28.0,30.0,,1.0,1.0,2.0,31.0,1.0,188.0,135.0
2024-04-27-ATL-CAR,2024-04-27,2024,1,UFA,hustle,flyers,2.0,0.0,,,0.0,0.0,,,,2.0,152.0,243.0
2024-05-04-NY-ATL,2024-05-04,2024,2,UFA,empire,hustle,6.0,0.0,,,0.0,0.0,,,,0.0,42.0,394.0
2024-05-11-ATL-CAR,2024-05-11,2024,3,UFA,hustle,flyers,4.0,1.0,,,0.0,0.0,,,,1.0,114.0,448.0
2024-05-18-ATL-IND,2024-05-18,2024,4,UFA,hustle,alleycats,1.0,0.0,,,1.0,1.0,,,,1.0,62.0,122.0
2024-05-31-ATL-COL,2024-05-31,2024,6,UFA,hustle,summit,1.0,0.0,,,0.0,1.0,,,,3.0,90.0,213.0
2024-06-07-ATX-ATL,2024-06-07,2024,7,UFA,sol,hustle,6.0,0.0,,,0.0,0.0,,,,1.0,118.0,383.0
2024-06-14-HTX-ATL,2024-06-14,2024,8,UFA,havoc,hustle,3.0,0.0,,,0.0,1.0,,,,0.0,19.0,294.0
2024-06-22-CAR-ATL,2024-06-22,2024,9,UFA,flyers,hustle,3.0,0.0,,,0.0,0.0,,,,1.0,111.0,338.0
2024-06-28-ATL-HTX,2024-06-28,2024,10,UFA,hustle,havoc,5.0,0.0,,,0.0,1.0,,,,1.0,109.0,426.0
2024-06-29-ATL-ATX,2024-06-29,2024,10,UFA,hustle,sol,3.0,0.0,,,0.0,0.0,,,,2.0,156.0,268.0
2024-07-13-DAL-ATL,2024-07-13,2024,12,UFA,legion,hustle,2.0,0.0,,,0.0,1.0,,,,0.0,174.0,372.0
2024-07-20-CAR-ATL,2024-07-20,2024,13,UFA,flyers,hustle,1.0,0.0,,,0.0,1.0,,,,3.0,86.0,207.0
