game_id,date,season,week,league,away,home,extra_point,field_goal_yards,missed
SYNTHETIC_USFL_2023_W1_GENERALS,2023-04-15,2023,1,USFL,STALLIONS,GENERALS,1.0,25.0,
SYNTHETIC_USFL_2023_W5_GENERALS,2023-05-14,2023,5,USFL,STARS,GENERALS,1.0,78.0,
79,2025-03-28,2025,1,UFL,ROUGHNECKS,BATTLEHAWKS,4.0,37.0,
50,2025-04-06,2025,2,UFL,BATTLEHAWKS,BRAHMAS,2.0,81.0,
55,2025-04-18,2025,4,UFL,PANTHERS,SHOWBOATS,4.0,,
80,2025-04-19,2025,4,UFL,ROUGHNECKS,STALLIONS,,62.0,
58,2025-04-25,2025,5,UFL,STALLIONS,SHOWBOATS,2.0,,
67,2025-05-11,2025,7,UFL,STALLIONS,ROUGHNECKS,1.0,35.0,
71,2025-05-18,2025,8,UFL,DEFENDERS,RENEGADES,1.0,46.0,
74,2025-05-24,2025,9,UFL,STALLIONS,PANTHERS,1.0,56.0,1.0
