game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
10798057,2024-08-16,2024,11,CFL,MTL,SSK,0.0,101.0,8.0
10798060,2024-08-22,2024,12,CFL,SSK,TOR,0.0,61.0,3.0
10798065,2024-09-01,2024,13,CFL,WPG,SSK,1.0,86.0,5.0
11824045,2025-06-05,2025,1,CFL,OTT,SSK,0.0,28.0,3.0
11824052,2025-06-14,2025,2,CFL,SSK,HAM,0.0,40.0,5.0
11824054,2025-06-20,2025,3,CFL,SSK,TOR,2.0,125.0,4.0
11824059,2025-06-28,2025,4,CFL,BC,SSK,0.0,15.0,3.0
11824065,2025-07-11,2025,6,CFL,CGY,SSK,0.0,54.0,6.0
11824070,2025-07-19,2025,7,CFL,SSK,BC,2.0,132.0,7.0
11824073,2025-07-25,2025,8,CFL,EDM,SSK,0.0,35.0,2.0
11824079,2025-08-02,2025,9,CFL,SSK,MTL,0.0,136.0,5.0
11824086,2025-08-16,2025,11,CFL,HAM,SSK,1.0,76.0,3.0
11824091,2025-08-23,2025,12,CFL,SSK,CGY,1.0,32.0,3.0
11824092,2025-08-31,2025,13,CFL,WPG,SSK,0.0,52.0,3.0
11824097,2025-09-06,2025,14,CFL,SSK,WPG,0.0,37.0,3.0
11824102,2025-09-13,2025,15,CFL,MTL,SSK,1.0,89.0,7.0
11824110,2025-09-27,2025,17,CFL,SSK,EDM,0.0,47.0,5.0
11824111,2025-10-03,2025,18,CFL,SSK,OTT,1.0,158.0,6.0
