game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-839-1-1,2026-05-05,2026,1,WCF-WORLD,Bosnia and Herzegovina,Serbia,1.0,1.0,0.0,8.0,3.0
curling-wcf-world-2026-839-12-1,2026-05-07,2026,1,WCF-WORLD,Bosnia and Herzegovina,Hungary,1.0,1.0,0.0,17.0,1.0
curling-wcf-world-2026-839-13-3,2026-05-08,2026,1,WCF-WORLD,Bosnia and Herzegovina,Croatia,1.0,1.0,0.0,11.0,1.0
curling-wcf-world-2026-839-19-3,2026-05-10,2026,1,WCF-WORLD,Georgia,Bosnia and Herzegovina,1.0,1.0,0.0,8.0,3.0
